4,256,9.1734e-06,2020-2-4__13:1:13
4,256,1.35776e-05,2020-2-4__13:6:10
256,256,0.0162032,2020-2-4__13:17:4
256,131072,0.00703343,2020-2-4__13:17:51
256,1310720,0.0308462,2020-2-4__13:18:1
256,13107200,0.318502,2020-2-4__13:18:13
256,131072000,2.78068,2020-2-4__13:18:47
256,1301072,0.0306849,2020-2-4__13:36:58
256,13010720,0.317254,2020-2-4__13:37:3
256,130107200,2.72951,2020-2-4__13:37:33
256,1301072,0.0311317,2020-2-4__13:39:15
256,13010720,0.294984,2020-2-4__13:39:20
256,130107200,2.75821,2020-2-4__13:39:50
256,1301072,0.0308112,2020-2-4__13:40:46
256,13010720,0.347293,2020-2-4__13:40:51
256,130107200,2.77918,2020-2-4__13:41:22
